float_id,cycle_number,time,lat,lon,depth,temperature,salinity,qc_temp,qc_salin
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,155.5,9.496,34.60877,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,163.5,9.542,34.637722,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,163.5,9.542,34.637722,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,163.5,9.542,34.637722,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,163.5,9.542,34.637722,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,163.5,9.542,34.637722,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,163.5,9.542,34.637722,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,171.5,9.578,34.65217,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,171.5,9.578,34.65217,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,171.5,9.578,34.65217,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,171.5,9.578,34.65217,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,171.5,9.578,34.65217,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,171.5,9.578,34.65217,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,180.5,9.541,34.656708,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,180.5,9.541,34.656708,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,180.5,9.541,34.656708,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,180.5,9.541,34.656708,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,180.5,9.541,34.656708,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,180.5,9.541,34.656708,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,190.3,9.381,34.636204,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,190.3,9.381,34.636204,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,190.3,9.381,34.636204,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,190.3,9.381,34.636204,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,190.3,9.381,34.636204,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,190.3,9.381,34.636204,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,200.4,9.287,34.623108,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,200.4,9.287,34.623108,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,200.4,9.287,34.623108,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,200.4,9.287,34.623108,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,200.4,9.287,34.623108,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,200.4,9.287,34.623108,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,210.59999,9.24,34.616158,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,210.59999,9.24,34.616158,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,210.59999,9.24,34.616158,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,210.59999,9.24,34.616158,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,210.59999,9.24,34.616158,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,210.59999,9.24,34.616158,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,221.4,9.181,34.609444,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,221.4,9.181,34.609444,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,221.4,9.181,34.609444,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,221.4,9.181,34.609444,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,221.4,9.181,34.609444,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,221.4,9.181,34.609444,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,232.7,9.064,34.590157,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,232.7,9.064,34.590157,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,232.7,9.064,34.590157,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,232.7,9.064,34.590157,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,232.7,9.064,34.590157,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,232.7,9.064,34.590157,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,244.2,8.989,34.579224,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,244.2,8.989,34.579224,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,244.2,8.989,34.579224,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,244.2,8.989,34.579224,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,244.2,8.989,34.579224,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,244.2,8.989,34.579224,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,256.2,8.906,34.563984,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,256.2,8.906,34.563984,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,256.2,8.906,34.563984,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,256.2,8.906,34.563984,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,256.2,8.906,34.563984,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,256.2,8.906,34.563984,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,270.7,8.88,34.562893,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,270.7,8.88,34.562893,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,270.7,8.88,34.562893,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,270.7,8.88,34.562893,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,270.7,8.88,34.562893,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,270.7,8.88,34.562893,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,284.2,8.877,34.566906,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,284.2,8.877,34.566906,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,284.2,8.877,34.566906,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,284.2,8.877,34.566906,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,284.2,8.877,34.566906,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,284.2,8.877,34.566906,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,298.2,8.877,34.567856,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,298.2,8.877,34.567856,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,298.2,8.877,34.567856,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,298.2,8.877,34.567856,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,298.2,8.877,34.567856,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,298.2,8.877,34.567856,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,313.5,8.89,34.572308,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,313.5,8.89,34.572308,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,313.5,8.89,34.572308,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,313.5,8.89,34.572308,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,313.5,8.89,34.572308,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,313.5,8.89,34.572308,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,330.5,8.786,34.553036,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,330.5,8.786,34.553036,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,330.5,8.786,34.553036,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,330.5,8.786,34.553036,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,330.5,8.786,34.553036,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,330.5,8.786,34.553036,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,347.7,8.722,34.543762,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,347.7,8.722,34.543762,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,347.7,8.722,34.543762,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,347.7,8.722,34.543762,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,347.7,8.722,34.543762,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,347.7,8.722,34.543762,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,364.5,8.739,34.548508,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,364.5,8.739,34.548508,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,364.5,8.739,34.548508,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,364.5,8.739,34.548508,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,364.5,8.739,34.548508,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,364.5,8.739,34.548508,b'1',b'1'
b'1900975 ',339.0,2019-01-06 19:10:56.002052864,-48.136,128.389,383.6,8.869,34.57723,b'1',b'1'
